order_id,order_date,order_month,customer_id,region,product_category,product_name,quantity,unit_price,total_amount,discount,final_amount
ORD_000295,2024-01-03,1,CUST_00755,North,Electronics,Camera,2,1644.31,3288.62,0.0,3288.62
ORD_003446,2024-01-03,1,CUST_00443,South,Health & Beauty,Vitamins,1,76.71,76.71,0.0,76.71
ORD_002595,2024-01-03,1,CUST_01015,East,Clothing,Skirt,2,155.25,310.5,0.0,310.5
ORD_003377,2024-01-03,1,CUST_00712,East,Sports & Outdoors,Dumbbells,1,624.77,624.77,0.0,624.77
ORD_000808,2024-01-03,1,CUST_00680,West,Home & Garden,Rug,3,590.94,1772.82,0.0,1772.82
ORD_000771,2024-01-03,1,CUST_00746,West,Clothing,Boots,1,91.06,91.06,0.0,91.06
ORD_004359,2024-01-03,1,CUST_00425,North,Electronics,Camera,1,329.02,329.02,0.0,329.02
ORD_000502,2024-01-03,1,CUST_01079,North,Clothing,Skirt,1,18.11,18.11,0.0,18.11
ORD_000504,2024-01-03,1,CUST_00303,East,Clothing,Boots,3,230.42,691.26,0.0,691.26
ORD_002329,2024-01-03,1,CUST_01023,West,Electronics,Keyboard,1,1401.84,1401.84,0.0,1401.84
ORD_002723,2024-01-03,1,CUST_00200,East,Clothing,Jacket,1,309.27,309.27,0.0,309.27
ORD_004099,2024-01-03,1,CUST_00290,East,Electronics,Mouse,1,459.97,459.97,0.0,459.97
ORD_001898,2024-01-03,1,CUST_00915,East,Electronics,Camera,3,657.71,1973.13,0.0,1973.13
ORD_002333,2024-01-03,1,CUST_00797,West,Sports & Outdoors,Kayak,1,229.07,229.07,0.0,229.07
ORD_002855,2024-01-03,1,CUST_00130,South,Health & Beauty,Massager,1,78.12,78.12,0.0,78.12
ORD_001904,2024-01-03,1,CUST_00377,West,Books & Media,Video Game,3,80.98,242.94,45.39,197.55
ORD_004310,2024-01-03,1,CUST_00647,East,Clothing,Sneakers,1,302.5,302.5,0.0,302.5
ORD_002341,2024-01-03,1,CUST_00401,North,Electronics,Mouse,2,1446.38,2892.76,0.0,2892.76
ORD_003631,2024-01-03,1,CUST_00510,East,Food & Beverages,Organic Honey,4,166.45,665.8,0.0,665.8
ORD_001478,2024-01-03,1,CUST_00342,South,Clothing,Boots,1,96.75,96.75,0.0,96.75
ORD_003658,2024-01-03,1,CUST_00538,North,Clothing,Sweater,1,62.09,62.09,0.0,62.09
ORD_000579,2024-01-03,1,CUST_00099,North,Health & Beauty,Vitamins,1,95.76,95.76,0.0,95.76
ORD_001489,2024-01-03,1,CUST_01101,North,Home & Garden,Storage Box,3,118.9,356.7,0.0,356.7
ORD_002767,2024-01-03,1,CUST_01101,North,Food & Beverages,Protein Bar,1,115.13,115.13,0.0,115.13
ORD_001517,2024-01-03,1,CUST_00743,East,Clothing,Blazer,4,159.93,639.72,0.0,639.72
ORD_004267,2024-01-03,1,CUST_00687,East,Home & Garden,Tool Set,3,405.61,1216.83,0.0,1216.83
ORD_004397,2024-01-03,1,CUST_00985,East,Home & Garden,Planter,3,102.16,306.48,0.0,306.48
ORD_000363,2024-01-03,1,CUST_01085,West,Books & Media,Video Game,1,56.19,56.19,0.0,56.19
ORD_001379,2024-01-03,1,CUST_00738,West,Food & Beverages,Coffee Beans,1,160.08,160.08,0.0,160.08
ORD_002917,2024-01-03,1,CUST_00292,North,Home & Garden,Planter,2,742.18,1484.36,0.0,1484.36
ORD_000372,2024-01-03,1,CUST_00425,North,Books & Media,Comic Book,2,21.89,43.78,0.0,43.78
ORD_004522,2024-01-03,1,CUST_00201,East,Home & Garden,Planter,1,182.88,182.88,0.0,182.88
ORD_002616,2024-01-03,1,CUST_01010,South,Books & Media,Comic Book,4,55.37,221.48,0.0,221.48
ORD_001706,2024-01-03,1,CUST_00459,North,Clothing,Sneakers,1,290.44,290.44,0.0,290.44
ORD_000950,2024-01-03,1,CUST_00076,East,Electronics,Camera,1,193.75,193.75,13.12,180.63
ORD_002496,2024-01-03,1,CUST_00402,West,Sports & Outdoors,Fitness Tracker,2,215.84,431.68,0.0,431.68
ORD_003459,2024-01-03,1,CUST_00348,North,Books & Media,Novel,1,64.58,64.58,0.0,64.58
ORD_004502,2024-01-03,1,CUST_00822,North,Clothing,T-Shirt,1,303.26,303.26,0.0,303.26
ORD_003896,2024-01-03,1,CUST_00278,East,Clothing,Sneakers,1,324.88,324.88,63.55,261.33
ORD_001322,2024-01-03,1,CUST_00206,North,Home & Garden,Table,1,276.28,276.28,0.0,276.28
ORD_001156,2024-01-03,1,CUST_00386,West,Clothing,T-Shirt,1,80.69,80.69,0.0,80.69
ORD_000815,2024-01-03,1,CUST_00082,East,Clothing,Jacket,1,307.06,307.06,0.0,307.06
ORD_001810,2024-01-03,1,CUST_00619,West,Health & Beauty,Toothbrush,1,93.88,93.88,0.0,93.88
ORD_003927,2024-01-03,1,CUST_00150,North,Electronics,Smartphone,1,1817.62,1817.62,0.0,1817.62
ORD_002425,2024-01-03,1,CUST_00177,East,Books & Media,Textbook,4,22.74,90.96,0.0,90.96
ORD_002284,2024-01-03,1,CUST_01076,South,Clothing,Sweater,1,171.48,171.48,0.0,171.48
ORD_000089,2024-01-03,1,CUST_00313,North,Clothing,Jacket,2,57.97,115.94,0.0,115.94
ORD_003169,2024-01-03,1,CUST_00832,South,Books & Media,Music Album,1,45.25,45.25,7.39,37.86
ORD_004707,2024-01-03,1,CUST_00546,South,Electronics,Speaker,1,1802.63,1802.63,0.0,1802.63
ORD_000866,2024-01-03,1,CUST_00427,South,Home & Garden,Storage Box,2,558.52,1117.04,0.0,1117.04
ORD_000452,2024-01-03,1,CUST_00139,South,Electronics,Smartphone,2,484.13,968.26,163.05,805.21
ORD_002658,2024-01-03,1,CUST_00545,East,Home & Garden,Table,1,666.9,666.9,0.0,666.9
ORD_001089,2024-01-03,1,CUST_00114,West,Books & Media,Textbook,1,35.08,35.08,6.78,28.3
ORD_002509,2024-01-04,1,CUST_00307,South,Electronics,Camera,1,648.64,648.64,0.0,648.64
ORD_000257,2024-01-04,1,CUST_00293,West,Books & Media,Comic Book,1,71.99,71.99,0.0,71.99
ORD_002506,2024-01-04,1,CUST_00063,West,Home & Garden,Chair,1,299.81,299.81,0.0,299.81
ORD_003671,2024-01-04,1,CUST_00146,North,Home & Garden,Planter,2,871.74,1743.48,147.43,1596.05
ORD_003914,2024-01-04,1,CUST_00228,South,Home & Garden,Rug,1,24.22,24.22,0.0,24.22
ORD_004645,2024-01-04,1,CUST_00456,South,Sports & Outdoors,Bicycle,1,535.42,535.42,0.0,535.42
ORD_000595,2024-01-04,1,CUST_00026,West,Sports & Outdoors,Fishing Rod,2,497.15,994.3,0.0,994.3
ORD_002745,2024-01-04,1,CUST_00419,East,Home & Garden,Chair,1,508.95,508.95,0.0,508.95
ORD_004190,2024-01-04,1,CUST_00513,West,Electronics,Speaker,1,699.13,699.13,0.0,699.13
ORD_004289,2024-01-04,1,CUST_00492,East,Home & Garden,Bedding,5,366.23,1831.15,0.0,1831.15
ORD_004290,2024-01-04,1,CUST_00544,East,Clothing,Dress,2,26.44,52.88,0.0,52.88
ORD_004176,2024-01-04,1,CUST_01092,East,Electronics,Mouse,4,726.89,2907.56,0.0,2907.56
ORD_002011,2024-01-04,1,CUST_01019,West,Clothing,Jacket,1,110.03,110.03,0.0,110.03
ORD_001935,2024-01-04,1,CUST_00899,North,Food & Beverages,Juice,1,125.42,125.42,0.0,125.42
ORD_002856,2024-01-04,1,CUST_01041,East,Clothing,Boots,5,240.08,1200.4,0.0,1200.4
ORD_004085,2024-01-04,1,CUST_00180,North,Books & Media,E-reader,2,102.86,205.72,0.0,205.72
ORD_001884,2024-01-04,1,CUST_00455,North,Food & Beverages,Organic Honey,2,32.12,64.24,0.0,64.24
ORD_004027,2024-01-04,1,CUST_00682,North,Electronics,Keyboard,1,468.8,468.8,0.0,468.8
ORD_004415,2024-01-04,1,CUST_00241,West,Sports & Outdoors,Bicycle,2,259.77,519.54,0.0,519.54
ORD_003985,2024-01-04,1,CUST_00795,North,Clothing,Sweater,1,66.83,66.83,0.0,66.83
ORD_000435,2024-01-04,1,CUST_00034,West,Electronics,Laptop,1,1821.75,1821.75,0.0,1821.75
ORD_003940,2024-01-04,1,CUST_00295,North,Books & Media,Music Album,1,52.96,52.96,0.0,52.96
ORD_000393,2024-01-04,1,CUST_00946,North,Electronics,Tablet,1,953.94,953.94,0.0,953.94
ORD_003881,2024-01-04,1,CUST_00233,East,Clothing,Shorts,2,257.86,515.72,0.0,515.72
ORD_003879,2024-01-04,1,CUST_00844,West,Sports & Outdoors,Fishing Rod,3,156.07,468.21,0.0,468.21
ORD_004518,2024-01-04,1,CUST_00640,South,Books & Media,Audiobook,2,61.89,123.78,18.84,104.94
ORD_001780,2024-01-04,1,CUST_00757,East,Home & Garden,Rug,5,300.51,1502.55,0.0,1502.55
ORD_001025,2024-01-04,1,CUST_00245,North,Health & Beauty,Toothbrush,2,124.78,249.56,0.0,249.56
ORD_003808,2024-01-04,1,CUST_01178,North,Sports & Outdoors,Kayak,2,287.96,575.92,0.0,575.92
ORD_004574,2024-01-04,1,CUST_00999,West,Home & Garden,Chair,4,311.26,1245.04,0.0,1245.04
ORD_002159,2024-01-04,1,CUST_00969,East,Books & Media,E-reader,3,60.94,182.82,0.0,182.82
ORD_001050,2024-01-04,1,CUST_00237,South,Clothing,Shorts,3,92.87,278.61,0.0,278.61
ORD_003774,2024-01-04,1,CUST_01001,North,Electronics,Smartphone,1,1973.35,1973.35,0.0,1973.35
ORD_000261,2024-01-04,1,CUST_00382,East,Electronics,Monitor,1,1319.33,1319.33,0.0,1319.33
ORD_003083,2024-01-04,1,CUST_00290,East,Home & Garden,Planter,1,125.27,125.27,0.0,125.27
ORD_002166,2024-01-04,1,CUST_01003,West,Home & Garden,Planter,1,694.51,694.51,0.0,694.51
ORD_004967,2024-01-04,1,CUST_00832,South,Clothing,Sweater,2,269.3,538.6,0.0,538.6
ORD_003106,2024-01-04,1,CUST_00444,South,Clothing,Sneakers,1,227.09,227.09,0.0,227.09
ORD_004987,2024-01-04,1,CUST_00407,South,Food & Beverages,Olive Oil,2,130.03,260.06,0.0,260.06
ORD_004879,2024-01-04,1,CUST_00648,East,Clothing,Jacket,2,46.01,92.02,0.0,92.02
ORD_003443,2024-01-04,1,CUST_00370,North,Sports & Outdoors,Fitness Tracker,2,720.34,1440.68,0.0,1440.68
ORD_002427,2024-01-04,1,CUST_00697,South,Home & Garden,Tool Set,1,598.17,598.17,0.0,598.17
ORD_004961,2024-01-04,1,CUST_00385,East,Books & Media,Comic Book,1,77.84,77.84,0.0,77.84
ORD_002379,2024-01-04,1,CUST_00684,East,Clothing,Sweater,1,53.04,53.04,0.0,53.04
ORD_003464,2024-01-04,1,CUST_00679,West,Electronics,Camera,4,1641.43,6565.72,0.0,6565.72
ORD_000175,2024-01-04,1,CUST_00270,South,Electronics,Smartphone,2,752.17,1504.34,0.0,1504.34
ORD_000191,2024-01-04,1,CUST_00370,North,Electronics,Smart Watch,1,1502.6,1502.6,0.0,1502.6
ORD_002236,2024-01-04,1,CUST_00635,North,Health & Beauty,Skincare Set,1,52.64,52.64,0.0,52.64
ORD_003436,2024-01-04,1,CUST_00495,South,Clothing,Blazer,1,90.39,90.39,0.0,90.39
ORD_002478,2024-01-04,1,CUST_01096,North,Electronics,Laptop,1,302.06,302.06,0.0,302.06
ORD_003600,2024-01-04,1,CUST_00010,East,Health & Beauty,Vitamins,4,68.04,272.16,0.0,272.16
ORD_004808,2024-01-04,1,CUST_00984,North,Sports & Outdoors,Dumbbells,2,139.24,278.48,16.25,262.23
ORD_002276,2024-01-04,1,CUST_01037,South,Electronics,Monitor,3,164.32,492.96,0.0,492.96
ORD_001251,2024-01-04,1,CUST_00685,West,Sports & Outdoors,Running Shoes,2,174.54,349.08,0.0,349.08
ORD_003469,2024-01-04,1,CUST_00711,East,Clothing,Boots,4,263.97,1055.88,0.0,1055.88
ORD_001406,2024-01-05,1,CUST_00889,North,Electronics,Headphones,1,1372.98,1372.98,118.25,1254.73
ORD_000852,2024-01-05,1,CUST_00191,North,Electronics,Smart Watch,1,806.88,806.88,0.0,806.88
ORD_003782,2024-01-05,1,CUST_00733,East,Home & Garden,Table,3,603.38,1810.14,0.0,1810.14
ORD_000086,2024-01-05,1,CUST_00434,North,Food & Beverages,Juice,1,60.64,60.64,0.0,60.64
ORD_003221,2024-01-05,1,CUST_00683,North,Home & Garden,Rug,1,444.01,444.01,0.0,444.01
ORD_000758,2024-01-05,1,CUST_00408,North,Electronics,Monitor,1,1499.71,1499.71,0.0,1499.71
ORD_003018,2024-01-05,1,CUST_00407,South,Clothing,Jeans,1,69.55,69.55,0.0,69.55
ORD_003958,2024-01-05,1,CUST_00442,West,Clothing,Jeans,1,271.43,271.43,0.0,271.43
